"","drug","model.id","response_type","value"
"489","BGJ398","X.020.BG98","AUC","570.2242"
"490","BGJ398","X.020.BG98","survival","33.0000"
"491","binimetinib","X.020.biib","mRECIST","SD"
"492","binimetinib","X.020.biib","best.average.response","29.4018"
"493","binimetinib","X.020.biib","slope","58.3419"
"494","binimetinib","X.020.biib","AUC","383.7345"
"495","binimetinib","X.020.biib","survival","155.0000"
"496","BKM120","X.020.BK20","mRECIST","PD"
"497","BKM120","X.020.BK20","best.average.response","40.9245"
"498","BKM120","X.020.BK20","slope","85.7645"
"499","BKM120","X.020.BK20","AUC","680.9576"
"500","BKM120","X.020.BK20","survival","64.0000"
"501","BYL719","X.020.BY19","mRECIST","SD"
"502","BYL719","X.020.BY19","best.average.response","16.7464"
"503","BYL719","X.020.BY19","slope","79.2774"
"504","BYL719","X.020.BY19","AUC","355.3398"
"505","BYL719","X.020.BY19","survival","109.0000"
"506","BYL719 + HSP990","X.020.BY19.HS90","mRECIST","SD"
"507","BYL719 + HSP990","X.020.BY19.HS90","best.average.response","21.5961"
"508","BYL719 + HSP990","X.020.BY19.HS90","slope","79.6101"
"509","BYL719 + HSP990","X.020.BY19.HS90","AUC","378.0492"
"510","BYL719 + HSP990","X.020.BY19.HS90","survival","63.0000"
"511","BYL719 + LJM716","X.020.BY19.LJ16","mRECIST","PR"
"512","BYL719 + LJM716","X.020.BY19.LJ16","best.average.response","-40.5703"
"513","BYL719 + LJM716","X.020.BY19.LJ16","slope","-72.1762"
"514","BYL719 + LJM716","X.020.BY19.LJ16","AUC","137.6483"
"515","BYL719 + LJM716","X.020.BY19.LJ16","survival","99.0000"
"516","CLR457","X.020.CL57","mRECIST","SD"
"517","CLR457","X.020.CL57","best.average.response","-10.8770"
"518","CLR457","X.020.CL57","slope","-19.2907"
"519","CLR457","X.020.CL57","AUC","290.0318"
"520","CLR457","X.020.CL57","survival","105.0000"
"521","everolimus","X.020.evus","mRECIST","PD"
"522","everolimus","X.020.evus","best.average.response","46.4190"
"523","everolimus","X.020.evus","slope","87.4895"
"524","everolimus","X.020.evus","AUC","683.2114"
"525","everolimus","X.020.evus","survival","44.0000"
"526","figitumumab","X.020.fiab","mRECIST","PD"
"527","figitumumab","X.020.fiab","best.average.response","38.7438"
"528","figitumumab","X.020.fiab","slope","87.8979"
"529","figitumumab","X.020.fiab","AUC","556.7328"
"530","figitumumab","X.020.fiab","survival","29.0000"
"531","HDM201","X.020.HD01","mRECIST","SD"
"532","HDM201","X.020.HD01","best.average.response","15.1710"
"533","HDM201","X.020.HD01","slope","84.3130"
"534","HDM201","X.020.HD01","AUC","564.4712"
"535","HDM201","X.020.HD01","survival","95.0000"
"536","HSP990","X.020.HS90","mRECIST","SD"
"537","HSP990","X.020.HS90","best.average.response","-4.5509"
"538","HSP990","X.020.HS90","slope","85.7472"
"539","HSP990","X.020.HS90","AUC","594.3717"
"540","HSP990","X.020.HS90","survival","60.0000"
"541","INC280","X.020.IN80","mRECIST","PD"
"542","INC280","X.020.IN80","best.average.response","34.6928"
"543","INC280","X.020.IN80","slope","78.8232"
"544","INC280","X.020.IN80","AUC","425.0245"
"545","INC280","X.020.IN80","survival","86.0000"
"546","INC280 + trastuzumab","X.020.IN80.trab","mRECIST","PD"
"547","INC280 + trastuzumab","X.020.IN80.trab","best.average.response","26.8536"
"548","INC280 + trastuzumab","X.020.IN80.trab","slope","85.7236"
"549","INC280 + trastuzumab","X.020.IN80.trab","AUC","515.9255"
"550","INC280 + trastuzumab","X.020.IN80.trab","survival","49.0000"
"551","LEE011","X.020.LE11","mRECIST","PD"
"552","LEE011","X.020.LE11","best.average.response","37.4269"
"553","LEE011","X.020.LE11","slope","84.2017"
"554","LEE011","X.020.LE11","AUC","548.8822"
"555","LEE011","X.020.LE11","survival","64.0000"
"556","LEE011 + everolimus","X.020.LE11.evus","mRECIST","SD"
"557","LEE011 + everolimus","X.020.LE11.evus","best.average.response","-13.9768"
"558","LEE011 + everolimus","X.020.LE11.evus","slope","-46.6435"
"559","LEE011 + everolimus","X.020.LE11.evus","AUC","182.8729"
"560","LEE011 + everolimus","X.020.LE11.evus","survival","80.0000"
"561","LJM716","X.020.LJ16","mRECIST","PD"
"562","LJM716","X.020.LJ16","best.average.response","46.0136"
"563","LJM716","X.020.LJ16","slope","83.0837"
"564","LJM716","X.020.LJ16","AUC","531.6791"
"565","LJM716","X.020.LJ16","survival","55.0000"
"566","LJM716 + trastuzumab","X.020.LJ16.trab","mRECIST",NA
"567","LJM716 + trastuzumab","X.020.LJ16.trab","best.average.response","NA"
"568","LJM716 + trastuzumab","X.020.LJ16.trab","slope","78.3082"
"569","LJM716 + trastuzumab","X.020.LJ16.trab","AUC","247.3964"
"570","LJM716 + trastuzumab","X.020.LJ16.trab","survival","14.0000"
"571","LLM871","X.020.LL71","mRECIST","PD"
"572","LLM871","X.020.LL71","best.average.response","30.0582"
"573","LLM871","X.020.LL71","slope","87.1070"
"574","LLM871","X.020.LL71","AUC","579.5773"
"575","LLM871","X.020.LL71","survival","44.0000"
"576","trastuzumab","X.020.trab","mRECIST","SD"
"577","trastuzumab","X.020.trab","best.average.response","1.5677"
"578","trastuzumab","X.020.trab","slope","84.4618"
"579","trastuzumab","X.020.trab","AUC","481.7264"
"580","trastuzumab","X.020.trab","survival","55.0000"
"581","untreated","X.020.uned","mRECIST","PD"
"582","untreated","X.020.uned","best.average.response","31.0532"
"583","untreated","X.020.uned","slope","78.8148"
"584","untreated","X.020.uned","AUC","578.6189"
"585","untreated","X.020.uned","survival","130.0000"
"586","BYL719","X.023.BY19","mRECIST","SD"
"587","BYL719","X.023.BY19","best.average.response","-8.7755"
"588","BYL719","X.023.BY19","slope","-25.0240"
"589","BYL719","X.023.BY19","AUC","196.3347"
"590","BYL719","X.023.BY19","survival","49.0000"
"591","BYL719 + HSP990","X.023.BY19.HS90","mRECIST","SD"
"592","BYL719 + HSP990","X.023.BY19.HS90","best.average.response","-16.5468"
"593","BYL719 + HSP990","X.023.BY19.HS90","slope","-57.9008"
"594","BYL719 + HSP990","X.023.BY19.HS90","AUC","200.1604"
"595","BYL719 + HSP990","X.023.BY19.HS90","survival","115.0000"
"596","BYL719 + LJM716","X.023.BY19.LJ16","mRECIST",NA
"597","BYL719 + LJM716","X.023.BY19.LJ16","best.average.response","NA"
"598","BYL719 + LJM716","X.023.BY19.LJ16","slope","-73.1913"
"599","BYL719 + LJM716","X.023.BY19.LJ16","AUC","222.7429"
"600","BYL719 + LJM716","X.023.BY19.LJ16","survival","7.0000"
"601","everolimus","X.023.evus","mRECIST","PR"
"602","everolimus","X.023.evus","best.average.response","-41.7393"
"603","everolimus","X.023.evus","slope","-54.4413"
"604","everolimus","X.023.evus","AUC","105.2833"
"605","everolimus","X.023.evus","survival","91.0000"
"606","HSP990","X.023.HS90","mRECIST","PD"
"607","HSP990","X.023.HS90","best.average.response","42.0030"
"608","HSP990","X.023.HS90","slope","85.5607"
"609","HSP990","X.023.HS90","AUC","577.4817"
"610","HSP990","X.023.HS90","survival","64.0000"
"611","LEE011","X.023.LE11","mRECIST","SD"
"612","LEE011","X.023.LE11","best.average.response","16.6800"
"613","LEE011","X.023.LE11","slope","33.4340"
"614","LEE011","X.023.LE11","AUC","283.4792"
"615","LEE011","X.023.LE11","survival","91.0000"
"616","LEE011 + everolimus","X.023.LE11.evus","mRECIST","SD"
"617","LEE011 + everolimus","X.023.LE11.evus","best.average.response","-32.1443"
"618","LEE011 + everolimus","X.023.LE11.evus","slope","-65.1155"
"619","LEE011 + everolimus","X.023.LE11.evus","AUC","176.9317"
"620","LEE011 + everolimus","X.023.LE11.evus","survival","30.0000"
"621","LJM716","X.023.LJ16","mRECIST","PD"
"622","LJM716","X.023.LJ16","best.average.response","28.3446"
"623","LJM716","X.023.LJ16","slope","85.4668"
"624","LJM716","X.023.LJ16","AUC","619.3720"
"625","LJM716","X.023.LJ16","survival","74.0000"
"626","untreated","X.023.uned","mRECIST","SD"
"627","untreated","X.023.uned","best.average.response","15.3724"
"628","untreated","X.023.uned","slope","85.0997"
"629","untreated","X.023.uned","AUC","433.5843"
"630","untreated","X.023.uned","survival","35.0000"
"631","BYL719","X.024.BY19","mRECIST","SD"
"632","BYL719","X.024.BY19","best.average.response","15.0185"
"633","BYL719","X.024.BY19","slope","79.1005"
"634","BYL719","X.024.BY19","AUC","425.8017"
"635","BYL719","X.024.BY19","survival","122.0000"
"636","BYL719 + HSP990","X.024.BY19.HS90","mRECIST","PR"
"637","BYL719 + HSP990","X.024.BY19.HS90","best.average.response","-45.2465"
"638","BYL719 + HSP990","X.024.BY19.HS90","slope","-79.0554"
"639","BYL719 + HSP990","X.024.BY19.HS90","AUC","137.8988"
"640","BYL719 + HSP990","X.024.BY19.HS90","survival","41.0000"
"641","BYL719 + LJM716","X.024.BY19.LJ16","mRECIST","SD"
"642","BYL719 + LJM716","X.024.BY19.LJ16","best.average.response","-3.5554"
"643","BYL719 + LJM716","X.024.BY19.LJ16","slope","85.5791"
"644","BYL719 + LJM716","X.024.BY19.LJ16","AUC","495.9125"
"645","BYL719 + LJM716","X.024.BY19.LJ16","survival","36.0000"
"646","everolimus","X.024.evus","mRECIST","SD"
"647","everolimus","X.024.evus","best.average.response","8.1513"
"648","everolimus","X.024.evus","slope","51.9172"
"649","everolimus","X.024.evus","AUC","223.8717"
"650","everolimus","X.024.evus","survival","122.0000"
"651","HSP990","X.024.HS90","mRECIST","PD"
"652","HSP990","X.024.HS90","best.average.response","27.0057"
"653","HSP990","X.024.HS90","slope","85.9720"
"654","HSP990","X.024.HS90","AUC","709.4695"
"655","HSP990","X.024.HS90","survival","59.0000"
"656","LEE011","X.024.LE11","mRECIST","SD"
"657","LEE011","X.024.LE11","best.average.response","13.8387"
"658","LEE011","X.024.LE11","slope","84.9166"
"659","LEE011","X.024.LE11","AUC","545.4542"
"660","LEE011","X.024.LE11","survival","66.0000"
"661","LEE011 + everolimus","X.024.LE11.evus","mRECIST","SD"
"662","LEE011 + everolimus","X.024.LE11.evus","best.average.response","-17.0508"
"663","LEE011 + everolimus","X.024.LE11.evus","slope","-44.6394"
"664","LEE011 + everolimus","X.024.LE11.evus","AUC","169.4798"
"665","LEE011 + everolimus","X.024.LE11.evus","survival","42.0000"
"666","LJM716","X.024.LJ16","mRECIST","SD"
"667","LJM716","X.024.LJ16","best.average.response","7.4876"
"668","LJM716","X.024.LJ16","slope","86.4404"
"669","LJM716","X.024.LJ16","AUC","513.4190"
"670","LJM716","X.024.LJ16","survival","42.0000"
"671","untreated","X.024.uned","mRECIST","PD"
"672","untreated","X.024.uned","best.average.response","36.0277"
"673","untreated","X.024.uned","slope","87.9982"
"674","untreated","X.024.uned","AUC","625.2194"
"675","untreated","X.024.uned","survival","31.0000"
"676","BGJ398","X.025.BG98","mRECIST","SD"
"677","BGJ398","X.025.BG98","best.average.response","-18.3499"
"678","BGJ398","X.025.BG98","slope","-44.0272"
"679","BGJ398","X.025.BG98","AUC","162.9797"
"680","BGJ398","X.025.BG98","survival","111.0000"
"681","binimetinib","X.025.biib","mRECIST","SD"
"682","binimetinib","X.025.biib","best.average.response","-25.2875"
"683","binimetinib","X.025.biib","slope","-42.3590"
"684","binimetinib","X.025.biib","AUC","174.9263"
"685","binimetinib","X.025.biib","survival","139.0000"
"686","BKM120","X.025.BK20","mRECIST","SD"
"687","BKM120","X.025.BK20","best.average.response","-21.5122"
"688","BKM120","X.025.BK20","slope","-77.1787"
"689","BKM120","X.025.BK20","AUC","183.7000"
"690","BKM120","X.025.BK20","survival","20.0000"
"691","BYL719","X.025.BY19","mRECIST","SD"
"692","BYL719","X.025.BY19","best.average.response","-1.0009"
"693","BYL719","X.025.BY19","slope","49.5022"
"694","BYL719","X.025.BY19","AUC","243.5879"
"695","BYL719","X.025.BY19","survival","218.0000"
"696","BYL719 + HSP990","X.025.BY19.HS90","mRECIST","SD"
"697","BYL719 + HSP990","X.025.BY19.HS90","best.average.response","-5.6746"
"698","BYL719 + HSP990","X.025.BY19.HS90","slope","-15.7918"
"699","BYL719 + HSP990","X.025.BY19.HS90","AUC","191.3034"
"700","BYL719 + HSP990","X.025.BY19.HS90","survival","139.0000"
"701","BYL719 + LJM716","X.025.BY19.LJ16","mRECIST","SD"
"702","BYL719 + LJM716","X.025.BY19.LJ16","best.average.response","21.4130"
"703","BYL719 + LJM716","X.025.BY19.LJ16","slope","72.9684"
"704","BYL719 + LJM716","X.025.BY19.LJ16","AUC","314.4745"
"705","BYL719 + LJM716","X.025.BY19.LJ16","survival","51.0000"
"706","CLR457","X.025.CL57","mRECIST","SD"
"707","CLR457","X.025.CL57","best.average.response","5.0752"
"708","CLR457","X.025.CL57","slope","-5.6455"
"709","CLR457","X.025.CL57","AUC","242.1706"
"710","CLR457","X.025.CL57","survival","51.0000"
"711","everolimus","X.025.evus","mRECIST","SD"
"712","everolimus","X.025.evus","best.average.response","12.5717"
"713","everolimus","X.025.evus","slope","54.7490"
"714","everolimus","X.025.evus","AUC","258.0941"
"715","everolimus","X.025.evus","survival","125.0000"
"716","figitumumab","X.025.fiab","mRECIST","SD"
"717","figitumumab","X.025.fiab","best.average.response","11.1735"
"718","figitumumab","X.025.fiab","slope","78.2642"
"719","figitumumab","X.025.fiab","AUC","365.7414"
"720","figitumumab","X.025.fiab","survival","58.0000"
"721","HDM201","X.025.HD01","mRECIST","SD"
"722","HDM201","X.025.HD01","best.average.response","6.2287"
"723","HDM201","X.025.HD01","slope","60.5408"
"724","HDM201","X.025.HD01","AUC","305.3797"
"725","HDM201","X.025.HD01","survival","37.0000"
"726","HSP990","X.025.HS90","mRECIST","SD"
"727","HSP990","X.025.HS90","best.average.response","29.0222"
"728","HSP990","X.025.HS90","slope","82.4683"
"729","HSP990","X.025.HS90","AUC","378.1805"
"730","HSP990","X.025.HS90","survival","41.0000"
"731","INC280","X.025.IN80","mRECIST","PD"
"732","INC280","X.025.IN80","best.average.response","32.2683"
"733","INC280","X.025.IN80","slope","82.9494"
"734","INC280","X.025.IN80","AUC","515.5020"
"735","INC280","X.025.IN80","survival","51.0000"
"736","INC280 + trastuzumab","X.025.IN80.trab","mRECIST","SD"
"737","INC280 + trastuzumab","X.025.IN80.trab","best.average.response","11.6333"
"738","INC280 + trastuzumab","X.025.IN80.trab","slope","73.3668"
"739","INC280 + trastuzumab","X.025.IN80.trab","AUC","315.7169"
"740","INC280 + trastuzumab","X.025.IN80.trab","survival","84.0000"
"741","LEE011","X.025.LE11","mRECIST","SD"
"742","LEE011","X.025.LE11","best.average.response","-2.0030"
"743","LEE011","X.025.LE11","slope","18.6140"
"744","LEE011","X.025.LE11","AUC","210.5000"
"745","LEE011","X.025.LE11","survival","183.0000"
"746","LEE011 + everolimus","X.025.LE11.evus","mRECIST","SD"
"747","LEE011 + everolimus","X.025.LE11.evus","best.average.response","-9.3870"
"748","LEE011 + everolimus","X.025.LE11.evus","slope","-15.6224"
"749","LEE011 + everolimus","X.025.LE11.evus","AUC","222.5333"
"750","LEE011 + everolimus","X.025.LE11.evus","survival","36.0000"
"751","LJM716","X.025.LJ16","mRECIST","SD"
"752","LJM716","X.025.LJ16","best.average.response","-13.2495"
"753","LJM716","X.025.LJ16","slope","71.4112"
"754","LJM716","X.025.LJ16","AUC","286.8627"
"755","LJM716","X.025.LJ16","survival","105.0000"
"756","LJM716 + trastuzumab","X.025.LJ16.trab","mRECIST","SD"
"757","LJM716 + trastuzumab","X.025.LJ16.trab","best.average.response","-9.0829"
"758","LJM716 + trastuzumab","X.025.LJ16.trab","slope","75.4137"
"759","LJM716 + trastuzumab","X.025.LJ16.trab","AUC","271.9422"
"760","LJM716 + trastuzumab","X.025.LJ16.trab","survival","51.0000"
"761","trastuzumab","X.025.trab","mRECIST","PD"
"762","trastuzumab","X.025.trab","best.average.response","40.6807"
"763","trastuzumab","X.025.trab","slope","85.2785"
"764","trastuzumab","X.025.trab","AUC","674.4068"
"765","trastuzumab","X.025.trab","survival","80.0000"
"766","untreated","X.025.uned","mRECIST","PD"
"767","untreated","X.025.uned","best.average.response","33.7849"
"768","untreated","X.025.uned","slope","82.9550"
"769","untreated","X.025.uned","AUC","376.5702"
"770","untreated","X.025.uned","survival","165.0000"
"771","BKM120","X.027.BK20","mRECIST","PD"
"772","BKM120","X.027.BK20","best.average.response","41.5898"
"773","BKM120","X.027.BK20","slope","87.9711"
"774","BKM120","X.027.BK20","AUC","599.9444"
"775","BKM120","X.027.BK20","survival","27.0000"
"776","BYL719","X.027.BY19","mRECIST","PR"
"777","BYL719","X.027.BY19","best.average.response","-39.8360"
"778","BYL719","X.027.BY19","slope","-67.0851"
"779","BYL719","X.027.BY19","AUC","118.1698"
"780","BYL719","X.027.BY19","survival","153.0000"
"781","BYL719 + HSP990","X.027.BY19.HS90","mRECIST","PR"
"782","BYL719 + HSP990","X.027.BY19.HS90","best.average.response","-36.1404"
"783","BYL719 + HSP990","X.027.BY19.HS90","slope","-80.3525"
"784","BYL719 + HSP990","X.027.BY19.HS90","AUC","150.6074"
"785","BYL719 + HSP990","X.027.BY19.HS90","survival","27.0000"
"786","CLR457","X.027.CL57","mRECIST","SD"
"787","CLR457","X.027.CL57","best.average.response","-13.0944"
"788","CLR457","X.027.CL57","slope","65.8958"
"789","CLR457","X.027.CL57","AUC","291.9986"
"790","CLR457","X.027.CL57","survival","35.0000"
"791","figitumumab","X.027.fiab","mRECIST","PD"
"792","figitumumab","X.027.fiab","best.average.response","31.3383"
"793","figitumumab","X.027.fiab","slope","76.1432"
"794","figitumumab","X.027.fiab","AUC","361.7321"
"795","figitumumab","X.027.fiab","survival","28.0000"
"796","HDM201","X.027.HD01","mRECIST","SD"
"797","HDM201","X.027.HD01","best.average.response","14.4996"
"798","HDM201","X.027.HD01","slope","72.5972"
"799","HDM201","X.027.HD01","AUC","306.8893"
"800","HDM201","X.027.HD01","survival","28.0000"
"801","LEE011","X.027.LE11","mRECIST","SD"
"802","LEE011","X.027.LE11","best.average.response","-5.1520"
"803","LEE011","X.027.LE11","slope","-62.5301"
"804","LEE011","X.027.LE11","AUC","281.5804"
"805","LEE011","X.027.LE11","survival","28.0000"
"806","LJM716","X.027.LJ16","mRECIST","PR"
"807","LJM716","X.027.LJ16","best.average.response","-25.6324"
"808","LJM716","X.027.LJ16","slope","-62.7444"
"809","LJM716","X.027.LJ16","AUC","151.0230"
"810","LJM716","X.027.LJ16","survival","50.0000"
"811","LLM871","X.027.LL71","mRECIST","PD"
"812","LLM871","X.027.LL71","best.average.response","41.4796"
"813","LLM871","X.027.LL71","slope","88.3155"
"814","LLM871","X.027.LL71","AUC","592.9854"
"815","LLM871","X.027.LL71","survival","24.0000"
"816","trastuzumab","X.027.trab","mRECIST","PR"
"817","trastuzumab","X.027.trab","best.average.response","-49.5542"
"818","trastuzumab","X.027.trab","slope","-77.7155"
"819","trastuzumab","X.027.trab","AUC","145.1551"
"820","trastuzumab","X.027.trab","survival","309.0000"
"821","BGJ398","X.028.BG98","mRECIST","PD"
"822","BGJ398","X.028.BG98","best.average.response","53.9428"
"823","BGJ398","X.028.BG98","slope","87.6236"
"824","BGJ398","X.028.BG98","AUC","489.9735"
"825","BGJ398","X.028.BG98","survival","17.0000"
"826","binimetinib","X.028.biib","mRECIST","PD"
"827","binimetinib","X.028.biib","best.average.response","50.0461"
"828","binimetinib","X.028.biib","slope","85.2780"
"829","binimetinib","X.028.biib","AUC","401.5583"
"830","binimetinib","X.028.biib","survival","30.0000"
"831","BKM120","X.028.BK20","mRECIST","SD"
"832","BKM120","X.028.BK20","best.average.response","1.6517"
"833","BKM120","X.028.BK20","slope","78.5768"
