"model.id","tissue","tissue.name","patient.id","drug","tested"
"X.039.BY19","X.039.BY19","GC","Gastric Cancer","X-039","BYL719","TRUE"
"X.039.BY19.HS90","X.039.BY19.HS90","GC","Gastric Cancer","X-039","BYL719 + HSP990","TRUE"
"X.039.BY19.LJ16","X.039.BY19.LJ16","GC","Gastric Cancer","X-039","BYL719 + LJM716","TRUE"
"X.039.evus","X.039.evus","GC","Gastric Cancer","X-039","everolimus","TRUE"
"X.039.HS90","X.039.HS90","GC","Gastric Cancer","X-039","HSP990","TRUE"
"X.039.LE11","X.039.LE11","GC","Gastric Cancer","X-039","LEE011","TRUE"
"X.039.LE11.evus","X.039.LE11.evus","GC","Gastric Cancer","X-039","LEE011 + everolimus","TRUE"
"X.039.LJ16","X.039.LJ16","GC","Gastric Cancer","X-039","LJM716","TRUE"
"X.039.uned","X.039.uned","GC","Gastric Cancer","X-039","untreated","TRUE"
"X.050.BY19","X.050.BY19","GC","Gastric Cancer","X-050","BYL719","TRUE"
"X.050.BY19.HS90","X.050.BY19.HS90","GC","Gastric Cancer","X-050","BYL719 + HSP990","TRUE"
"X.050.BY19.LJ16","X.050.BY19.LJ16","GC","Gastric Cancer","X-050","BYL719 + LJM716","TRUE"
"X.050.evus","X.050.evus","GC","Gastric Cancer","X-050","everolimus","TRUE"
"X.050.HS90","X.050.HS90","GC","Gastric Cancer","X-050","HSP990","TRUE"
"X.050.LE11","X.050.LE11","GC","Gastric Cancer","X-050","LEE011","TRUE"
"X.050.LE11.evus","X.050.LE11.evus","GC","Gastric Cancer","X-050","LEE011 + everolimus","TRUE"
"X.050.LJ16","X.050.LJ16","GC","Gastric Cancer","X-050","LJM716","TRUE"
"X.050.uned","X.050.uned","GC","Gastric Cancer","X-050","untreated","TRUE"
"X.056.BG98","X.056.BG98","GC","Gastric Cancer","X-056","BGJ398","TRUE"
"X.056.biib","X.056.biib","GC","Gastric Cancer","X-056","binimetinib","TRUE"
"X.056.BK20","X.056.BK20","GC","Gastric Cancer","X-056","BKM120","TRUE"
"X.056.BY19","X.056.BY19","GC","Gastric Cancer","X-056","BYL719","TRUE"
"X.056.BY19.HS90","X.056.BY19.HS90","GC","Gastric Cancer","X-056","BYL719 + HSP990","TRUE"
"X.056.BY19.LJ16","X.056.BY19.LJ16","GC","Gastric Cancer","X-056","BYL719 + LJM716","TRUE"
"X.056.CL57","X.056.CL57","GC","Gastric Cancer","X-056","CLR457","TRUE"
"X.056.evus","X.056.evus","GC","Gastric Cancer","X-056","everolimus","TRUE"
"X.056.fiab","X.056.fiab","GC","Gastric Cancer","X-056","figitumumab","TRUE"
"X.056.HD01","X.056.HD01","GC","Gastric Cancer","X-056","HDM201","TRUE"
"X.056.HS90","X.056.HS90","GC","Gastric Cancer","X-056","HSP990","TRUE"
"X.056.IN80","X.056.IN80","GC","Gastric Cancer","X-056","INC280","TRUE"
"X.056.IN80.trab","X.056.IN80.trab","GC","Gastric Cancer","X-056","INC280 + trastuzumab","TRUE"
"X.056.LE11","X.056.LE11","GC","Gastric Cancer","X-056","LEE011","TRUE"
"X.056.LE11.evus","X.056.LE11.evus","GC","Gastric Cancer","X-056","LEE011 + everolimus","TRUE"
"X.056.LJ16","X.056.LJ16","GC","Gastric Cancer","X-056","LJM716","TRUE"
"X.056.LJ16.trab","X.056.LJ16.trab","GC","Gastric Cancer","X-056","LJM716 + trastuzumab","TRUE"
"X.056.LL71","X.056.LL71","GC","Gastric Cancer","X-056","LLM871","TRUE"
"X.056.trab","X.056.trab","GC","Gastric Cancer","X-056","trastuzumab","TRUE"
"X.056.uned","X.056.uned","GC","Gastric Cancer","X-056","untreated","TRUE"
"X.057.BG98","X.057.BG98","GC","Gastric Cancer","X-057","BGJ398","TRUE"
"X.057.biib","X.057.biib","GC","Gastric Cancer","X-057","binimetinib","TRUE"
"X.057.BK20","X.057.BK20","GC","Gastric Cancer","X-057","BKM120","TRUE"
"X.057.BY19","X.057.BY19","GC","Gastric Cancer","X-057","BYL719","TRUE"
"X.057.BY19.HS90","X.057.BY19.HS90","GC","Gastric Cancer","X-057","BYL719 + HSP990","TRUE"
"X.057.BY19.LJ16","X.057.BY19.LJ16","GC","Gastric Cancer","X-057","BYL719 + LJM716","TRUE"
"X.057.CL57","X.057.CL57","GC","Gastric Cancer","X-057","CLR457","TRUE"
"X.057.evus","X.057.evus","GC","Gastric Cancer","X-057","everolimus","TRUE"
"X.057.fiab","X.057.fiab","GC","Gastric Cancer","X-057","figitumumab","TRUE"
"X.057.HD01","X.057.HD01","GC","Gastric Cancer","X-057","HDM201","TRUE"
"X.057.HS90","X.057.HS90","GC","Gastric Cancer","X-057","HSP990","TRUE"
"X.057.IN80","X.057.IN80","GC","Gastric Cancer","X-057","INC280","TRUE"
"X.057.IN80.trab","X.057.IN80.trab","GC","Gastric Cancer","X-057","INC280 + trastuzumab","TRUE"
"X.057.LE11","X.057.LE11","GC","Gastric Cancer","X-057","LEE011","TRUE"
"X.057.LE11.evus","X.057.LE11.evus","GC","Gastric Cancer","X-057","LEE011 + everolimus","TRUE"
"X.057.LJ16","X.057.LJ16","GC","Gastric Cancer","X-057","LJM716","TRUE"
"X.057.LJ16.trab","X.057.LJ16.trab","GC","Gastric Cancer","X-057","LJM716 + trastuzumab","TRUE"
"X.057.LL71","X.057.LL71","GC","Gastric Cancer","X-057","LLM871","TRUE"
"X.057.trab","X.057.trab","GC","Gastric Cancer","X-057","trastuzumab","TRUE"
"X.064.BG98","X.064.BG98","GC","Gastric Cancer","X-064","BGJ398","TRUE"
"X.064.biib","X.064.biib","GC","Gastric Cancer","X-064","binimetinib","TRUE"
"X.064.BK20","X.064.BK20","GC","Gastric Cancer","X-064","BKM120","TRUE"
"X.064.BY19","X.064.BY19","GC","Gastric Cancer","X-064","BYL719","TRUE"
"X.064.BY19.HS90","X.064.BY19.HS90","GC","Gastric Cancer","X-064","BYL719 + HSP990","TRUE"
"X.064.BY19.LJ16","X.064.BY19.LJ16","GC","Gastric Cancer","X-064","BYL719 + LJM716","TRUE"
"X.064.CL57","X.064.CL57","GC","Gastric Cancer","X-064","CLR457","TRUE"
"X.064.evus","X.064.evus","GC","Gastric Cancer","X-064","everolimus","TRUE"
"X.064.fiab","X.064.fiab","GC","Gastric Cancer","X-064","figitumumab","TRUE"
"X.064.HD01","X.064.HD01","GC","Gastric Cancer","X-064","HDM201","TRUE"
"X.064.HS90","X.064.HS90","GC","Gastric Cancer","X-064","HSP990","TRUE"
"X.064.IN80","X.064.IN80","GC","Gastric Cancer","X-064","INC280","TRUE"
"X.064.IN80.trab","X.064.IN80.trab","GC","Gastric Cancer","X-064","INC280 + trastuzumab","TRUE"
"X.064.LE11","X.064.LE11","GC","Gastric Cancer","X-064","LEE011","TRUE"
"X.064.LE11.evus","X.064.LE11.evus","GC","Gastric Cancer","X-064","LEE011 + everolimus","TRUE"
"X.064.LJ16","X.064.LJ16","GC","Gastric Cancer","X-064","LJM716","TRUE"
"X.064.LJ16.trab","X.064.LJ16.trab","GC","Gastric Cancer","X-064","LJM716 + trastuzumab","TRUE"
"X.064.LL71","X.064.LL71","GC","Gastric Cancer","X-064","LLM871","TRUE"
"X.064.trab","X.064.trab","GC","Gastric Cancer","X-064","trastuzumab","TRUE"
"X.065.BG98","X.065.BG98","GC","Gastric Cancer","X-065","BGJ398","TRUE"
"X.065.biib","X.065.biib","GC","Gastric Cancer","X-065","binimetinib","TRUE"
"X.065.BK20","X.065.BK20","GC","Gastric Cancer","X-065","BKM120","TRUE"
"X.065.BY19","X.065.BY19","GC","Gastric Cancer","X-065","BYL719","TRUE"
"X.065.BY19.HS90","X.065.BY19.HS90","GC","Gastric Cancer","X-065","BYL719 + HSP990","TRUE"
"X.065.BY19.LJ16","X.065.BY19.LJ16","GC","Gastric Cancer","X-065","BYL719 + LJM716","TRUE"
"X.065.CL57","X.065.CL57","GC","Gastric Cancer","X-065","CLR457","TRUE"
"X.065.evus","X.065.evus","GC","Gastric Cancer","X-065","everolimus","TRUE"
"X.065.fiab","X.065.fiab","GC","Gastric Cancer","X-065","figitumumab","TRUE"
"X.065.HD01","X.065.HD01","GC","Gastric Cancer","X-065","HDM201","TRUE"
"X.065.HS90","X.065.HS90","GC","Gastric Cancer","X-065","HSP990","TRUE"
"X.065.IN80","X.065.IN80","GC","Gastric Cancer","X-065","INC280","TRUE"
"X.065.IN80.trab","X.065.IN80.trab","GC","Gastric Cancer","X-065","INC280 + trastuzumab","TRUE"
"X.065.LE11","X.065.LE11","GC","Gastric Cancer","X-065","LEE011","TRUE"
"X.065.LE11.evus","X.065.LE11.evus","GC","Gastric Cancer","X-065","LEE011 + everolimus","TRUE"
"X.065.LJ16","X.065.LJ16","GC","Gastric Cancer","X-065","LJM716","TRUE"
"X.065.LJ16.trab","X.065.LJ16.trab","GC","Gastric Cancer","X-065","LJM716 + trastuzumab","TRUE"
"X.065.LL71","X.065.LL71","GC","Gastric Cancer","X-065","LLM871","TRUE"
"X.065.trab","X.065.trab","GC","Gastric Cancer","X-065","trastuzumab","TRUE"
"X.065.uned","X.065.uned","GC","Gastric Cancer","X-065","untreated","TRUE"
"X.067.BG98","X.067.BG98","GC","Gastric Cancer","X-067","BGJ398","TRUE"
"X.067.biib","X.067.biib","GC","Gastric Cancer","X-067","binimetinib","TRUE"
"X.067.BK20","X.067.BK20","GC","Gastric Cancer","X-067","BKM120","TRUE"
"X.067.BY19","X.067.BY19","GC","Gastric Cancer","X-067","BYL719","TRUE"
"X.067.BY19.HS90","X.067.BY19.HS90","GC","Gastric Cancer","X-067","BYL719 + HSP990","TRUE"
"X.067.BY19.LJ16","X.067.BY19.LJ16","GC","Gastric Cancer","X-067","BYL719 + LJM716","TRUE"
"X.067.CL57","X.067.CL57","GC","Gastric Cancer","X-067","CLR457","TRUE"
"X.067.evus","X.067.evus","GC","Gastric Cancer","X-067","everolimus","TRUE"
"X.067.fiab","X.067.fiab","GC","Gastric Cancer","X-067","figitumumab","TRUE"
"X.067.HD01","X.067.HD01","GC","Gastric Cancer","X-067","HDM201","TRUE"
"X.067.HS90","X.067.HS90","GC","Gastric Cancer","X-067","HSP990","TRUE"
"X.067.IN80","X.067.IN80","GC","Gastric Cancer","X-067","INC280","TRUE"
"X.067.IN80.trab","X.067.IN80.trab","GC","Gastric Cancer","X-067","INC280 + trastuzumab","TRUE"
"X.067.LE11","X.067.LE11","GC","Gastric Cancer","X-067","LEE011","TRUE"
"X.067.LE11.evus","X.067.LE11.evus","GC","Gastric Cancer","X-067","LEE011 + everolimus","TRUE"
"X.067.LJ16","X.067.LJ16","GC","Gastric Cancer","X-067","LJM716","TRUE"
"X.067.LJ16.trab","X.067.LJ16.trab","GC","Gastric Cancer","X-067","LJM716 + trastuzumab","TRUE"
"X.067.LL71","X.067.LL71","GC","Gastric Cancer","X-067","LLM871","TRUE"
"X.067.trab","X.067.trab","GC","Gastric Cancer","X-067","trastuzumab","TRUE"
"X.074.BY19","X.074.BY19","GC","Gastric Cancer","X-074","BYL719","TRUE"
"X.074.BY19.HS90","X.074.BY19.HS90","GC","Gastric Cancer","X-074","BYL719 + HSP990","TRUE"
"X.074.BY19.LJ16","X.074.BY19.LJ16","GC","Gastric Cancer","X-074","BYL719 + LJM716","TRUE"
"X.074.evus","X.074.evus","GC","Gastric Cancer","X-074","everolimus","TRUE"
"X.074.HS90","X.074.HS90","GC","Gastric Cancer","X-074","HSP990","TRUE"
"X.074.LE11","X.074.LE11","GC","Gastric Cancer","X-074","LEE011","TRUE"
"X.074.LE11.evus","X.074.LE11.evus","GC","Gastric Cancer","X-074","LEE011 + everolimus","TRUE"
"X.074.LJ16","X.074.LJ16","GC","Gastric Cancer","X-074","LJM716","TRUE"
"X.074.uned","X.074.uned","GC","Gastric Cancer","X-074","untreated","TRUE"
"X.075.BG98","X.075.BG98","GC","Gastric Cancer","X-075","BGJ398","TRUE"
"X.075.biib","X.075.biib","GC","Gastric Cancer","X-075","binimetinib","TRUE"
"X.075.BK20","X.075.BK20","GC","Gastric Cancer","X-075","BKM120","TRUE"
"X.075.BY19","X.075.BY19","GC","Gastric Cancer","X-075","BYL719","TRUE"
"X.075.BY19.HS90","X.075.BY19.HS90","GC","Gastric Cancer","X-075","BYL719 + HSP990","TRUE"
"X.075.BY19.LJ16","X.075.BY19.LJ16","GC","Gastric Cancer","X-075","BYL719 + LJM716","TRUE"
"X.075.CL57","X.075.CL57","GC","Gastric Cancer","X-075","CLR457","TRUE"
"X.075.evus","X.075.evus","GC","Gastric Cancer","X-075","everolimus","TRUE"
"X.075.fiab","X.075.fiab","GC","Gastric Cancer","X-075","figitumumab","TRUE"
"X.075.HD01","X.075.HD01","GC","Gastric Cancer","X-075","HDM201","TRUE"
"X.075.HS90","X.075.HS90","GC","Gastric Cancer","X-075","HSP990","TRUE"
"X.075.IN80","X.075.IN80","GC","Gastric Cancer","X-075","INC280","TRUE"
"X.075.IN80.trab","X.075.IN80.trab","GC","Gastric Cancer","X-075","INC280 + trastuzumab","TRUE"
"X.075.LE11","X.075.LE11","GC","Gastric Cancer","X-075","LEE011","TRUE"
"X.075.LE11.evus","X.075.LE11.evus","GC","Gastric Cancer","X-075","LEE011 + everolimus","TRUE"
"X.075.LJ16","X.075.LJ16","GC","Gastric Cancer","X-075","LJM716","TRUE"
"X.075.LJ16.trab","X.075.LJ16.trab","GC","Gastric Cancer","X-075","LJM716 + trastuzumab","TRUE"
"X.075.LL71","X.075.LL71","GC","Gastric Cancer","X-075","LLM871","TRUE"
"X.075.trab","X.075.trab","GC","Gastric Cancer","X-075","trastuzumab","TRUE"
"X.077.BG98","X.077.BG98","GC","Gastric Cancer","X-077","BGJ398","TRUE"
"X.077.biib","X.077.biib","GC","Gastric Cancer","X-077","binimetinib","TRUE"
"X.077.BK20","X.077.BK20","GC","Gastric Cancer","X-077","BKM120","TRUE"
"X.077.BY19","X.077.BY19","GC","Gastric Cancer","X-077","BYL719","TRUE"
"X.077.BY19.HS90","X.077.BY19.HS90","GC","Gastric Cancer","X-077","BYL719 + HSP990","TRUE"
"X.077.BY19.LJ16","X.077.BY19.LJ16","GC","Gastric Cancer","X-077","BYL719 + LJM716","TRUE"
"X.077.CL57","X.077.CL57","GC","Gastric Cancer","X-077","CLR457","TRUE"
"X.077.evus","X.077.evus","GC","Gastric Cancer","X-077","everolimus","TRUE"
"X.077.fiab","X.077.fiab","GC","Gastric Cancer","X-077","figitumumab","TRUE"
"X.077.HD01","X.077.HD01","GC","Gastric Cancer","X-077","HDM201","TRUE"
"X.077.HS90","X.077.HS90","GC","Gastric Cancer","X-077","HSP990","TRUE"
"X.077.IN80","X.077.IN80","GC","Gastric Cancer","X-077","INC280","TRUE"
"X.077.IN80.trab","X.077.IN80.trab","GC","Gastric Cancer","X-077","INC280 + trastuzumab","TRUE"
"X.077.LE11","X.077.LE11","GC","Gastric Cancer","X-077","LEE011","TRUE"
"X.077.LE11.evus","X.077.LE11.evus","GC","Gastric Cancer","X-077","LEE011 + everolimus","TRUE"
"X.077.LJ16","X.077.LJ16","GC","Gastric Cancer","X-077","LJM716","TRUE"
"X.077.LJ16.trab","X.077.LJ16.trab","GC","Gastric Cancer","X-077","LJM716 + trastuzumab","TRUE"
"X.077.trab","X.077.trab","GC","Gastric Cancer","X-077","trastuzumab","TRUE"
"X.077.uned","X.077.uned","GC","Gastric Cancer","X-077","untreated","TRUE"
"X.078.BY19","X.078.BY19","GC","Gastric Cancer","X-078","BYL719","TRUE"
"X.078.BY19.HS90","X.078.BY19.HS90","GC","Gastric Cancer","X-078","BYL719 + HSP990","TRUE"
"X.078.BY19.LJ16","X.078.BY19.LJ16","GC","Gastric Cancer","X-078","BYL719 + LJM716","TRUE"
"X.078.evus","X.078.evus","GC","Gastric Cancer","X-078","everolimus","TRUE"
"X.078.HS90","X.078.HS90","GC","Gastric Cancer","X-078","HSP990","TRUE"
"X.078.LE11","X.078.LE11","GC","Gastric Cancer","X-078","LEE011","TRUE"
"X.078.LE11.evus","X.078.LE11.evus","GC","Gastric Cancer","X-078","LEE011 + everolimus","TRUE"
"X.078.LJ16","X.078.LJ16","GC","Gastric Cancer","X-078","LJM716","TRUE"
"X.078.uned","X.078.uned","GC","Gastric Cancer","X-078","untreated","TRUE"
"X.084.BG98","X.084.BG98","GC","Gastric Cancer","X-084","BGJ398","TRUE"
"X.084.biib","X.084.biib","GC","Gastric Cancer","X-084","binimetinib","TRUE"
"X.084.BK20","X.084.BK20","GC","Gastric Cancer","X-084","BKM120","TRUE"
"X.084.BY19","X.084.BY19","GC","Gastric Cancer","X-084","BYL719","TRUE"
"X.084.BY19.HS90","X.084.BY19.HS90","GC","Gastric Cancer","X-084","BYL719 + HSP990","TRUE"
"X.084.BY19.LJ16","X.084.BY19.LJ16","GC","Gastric Cancer","X-084","BYL719 + LJM716","TRUE"
"X.084.CL57","X.084.CL57","GC","Gastric Cancer","X-084","CLR457","TRUE"
"X.084.evus","X.084.evus","GC","Gastric Cancer","X-084","everolimus","TRUE"
"X.084.fiab","X.084.fiab","GC","Gastric Cancer","X-084","figitumumab","TRUE"
"X.084.HD01","X.084.HD01","GC","Gastric Cancer","X-084","HDM201","TRUE"
"X.084.HS90","X.084.HS90","GC","Gastric Cancer","X-084","HSP990","TRUE"
"X.084.IN80","X.084.IN80","GC","Gastric Cancer","X-084","INC280","TRUE"
"X.084.IN80.trab","X.084.IN80.trab","GC","Gastric Cancer","X-084","INC280 + trastuzumab","TRUE"
"X.084.LE11","X.084.LE11","GC","Gastric Cancer","X-084","LEE011","TRUE"
"X.084.LE11.evus","X.084.LE11.evus","GC","Gastric Cancer","X-084","LEE011 + everolimus","TRUE"
"X.084.LJ16","X.084.LJ16","GC","Gastric Cancer","X-084","LJM716","TRUE"
"X.084.LJ16.trab","X.084.LJ16.trab","GC","Gastric Cancer","X-084","LJM716 + trastuzumab","TRUE"
"X.084.LL71","X.084.LL71","GC","Gastric Cancer","X-084","LLM871","TRUE"
"X.084.trab","X.084.trab","GC","Gastric Cancer","X-084","trastuzumab","TRUE"
"X.089.BG98","X.089.BG98","GC","Gastric Cancer","X-089","BGJ398","TRUE"
"X.089.biib","X.089.biib","GC","Gastric Cancer","X-089","binimetinib","TRUE"
"X.089.BK20","X.089.BK20","GC","Gastric Cancer","X-089","BKM120","TRUE"
"X.089.BY19","X.089.BY19","GC","Gastric Cancer","X-089","BYL719","TRUE"
"X.089.BY19.HS90","X.089.BY19.HS90","GC","Gastric Cancer","X-089","BYL719 + HSP990","TRUE"
"X.089.evus","X.089.evus","GC","Gastric Cancer","X-089","everolimus","TRUE"
"X.089.fiab","X.089.fiab","GC","Gastric Cancer","X-089","figitumumab","TRUE"
"X.089.HD01","X.089.HD01","GC","Gastric Cancer","X-089","HDM201","TRUE"
"X.089.HS90","X.089.HS90","GC","Gastric Cancer","X-089","HSP990","TRUE"
"X.089.LE11","X.089.LE11","GC","Gastric Cancer","X-089","LEE011","TRUE"
"X.089.LE11.evus","X.089.LE11.evus","GC","Gastric Cancer","X-089","LEE011 + everolimus","TRUE"
"X.089.LJ16","X.089.LJ16","GC","Gastric Cancer","X-089","LJM716","TRUE"
"X.089.LJ16.trab","X.089.LJ16.trab","GC","Gastric Cancer","X-089","LJM716 + trastuzumab","TRUE"
"X.089.LL71","X.089.LL71","GC","Gastric Cancer","X-089","LLM871","TRUE"
"X.089.trab","X.089.trab","GC","Gastric Cancer","X-089","trastuzumab","TRUE"
"X.090.BG98","X.090.BG98","GC","Gastric Cancer","X-090","BGJ398","TRUE"
"X.090.biib","X.090.biib","GC","Gastric Cancer","X-090","binimetinib","TRUE"
"X.090.BK20","X.090.BK20","GC","Gastric Cancer","X-090","BKM120","TRUE"
"X.090.BY19","X.090.BY19","GC","Gastric Cancer","X-090","BYL719","TRUE"
"X.090.BY19.HS90","X.090.BY19.HS90","GC","Gastric Cancer","X-090","BYL719 + HSP990","TRUE"
"X.090.BY19.LJ16","X.090.BY19.LJ16","GC","Gastric Cancer","X-090","BYL719 + LJM716","TRUE"
"X.090.CL57","X.090.CL57","GC","Gastric Cancer","X-090","CLR457","TRUE"
"X.090.evus","X.090.evus","GC","Gastric Cancer","X-090","everolimus","TRUE"
"X.090.fiab","X.090.fiab","GC","Gastric Cancer","X-090","figitumumab","TRUE"
"X.090.HD01","X.090.HD01","GC","Gastric Cancer","X-090","HDM201","TRUE"
"X.090.HS90","X.090.HS90","GC","Gastric Cancer","X-090","HSP990","TRUE"
"X.090.IN80","X.090.IN80","GC","Gastric Cancer","X-090","INC280","TRUE"
"X.090.IN80.trab","X.090.IN80.trab","GC","Gastric Cancer","X-090","INC280 + trastuzumab","TRUE"
"X.090.LE11","X.090.LE11","GC","Gastric Cancer","X-090","LEE011","TRUE"
"X.090.LE11.evus","X.090.LE11.evus","GC","Gastric Cancer","X-090","LEE011 + everolimus","TRUE"
"X.090.LJ16","X.090.LJ16","GC","Gastric Cancer","X-090","LJM716","TRUE"
"X.090.LJ16.trab","X.090.LJ16.trab","GC","Gastric Cancer","X-090","LJM716 + trastuzumab","TRUE"
"X.090.LL71","X.090.LL71","GC","Gastric Cancer","X-090","LLM871","TRUE"
"X.090.trab","X.090.trab","GC","Gastric Cancer","X-090","trastuzumab","TRUE"
"X.091.BG98","X.091.BG98","GC","Gastric Cancer","X-091","BGJ398","TRUE"
"X.091.biib","X.091.biib","GC","Gastric Cancer","X-091","binimetinib","TRUE"
"X.091.BK20","X.091.BK20","GC","Gastric Cancer","X-091","BKM120","TRUE"
"X.091.BY19","X.091.BY19","GC","Gastric Cancer","X-091","BYL719","TRUE"
"X.091.BY19.HS90","X.091.BY19.HS90","GC","Gastric Cancer","X-091","BYL719 + HSP990","TRUE"
"X.091.BY19.LJ16","X.091.BY19.LJ16","GC","Gastric Cancer","X-091","BYL719 + LJM716","TRUE"
"X.091.CL57","X.091.CL57","GC","Gastric Cancer","X-091","CLR457","TRUE"
"X.091.evus","X.091.evus","GC","Gastric Cancer","X-091","everolimus","TRUE"
"X.091.fiab","X.091.fiab","GC","Gastric Cancer","X-091","figitumumab","TRUE"
"X.091.HD01","X.091.HD01","GC","Gastric Cancer","X-091","HDM201","TRUE"
"X.091.HS90","X.091.HS90","GC","Gastric Cancer","X-091","HSP990","TRUE"
"X.091.IN80","X.091.IN80","GC","Gastric Cancer","X-091","INC280","TRUE"
"X.091.IN80.trab","X.091.IN80.trab","GC","Gastric Cancer","X-091","INC280 + trastuzumab","TRUE"
"X.091.LE11","X.091.LE11","GC","Gastric Cancer","X-091","LEE011","TRUE"
"X.091.LE11.evus","X.091.LE11.evus","GC","Gastric Cancer","X-091","LEE011 + everolimus","TRUE"
"X.091.LJ16","X.091.LJ16","GC","Gastric Cancer","X-091","LJM716","TRUE"
"X.091.LJ16.trab","X.091.LJ16.trab","GC","Gastric Cancer","X-091","LJM716 + trastuzumab","TRUE"
"X.091.LL71","X.091.LL71","GC","Gastric Cancer","X-091","LLM871","TRUE"
"X.091.trab","X.091.trab","GC","Gastric Cancer","X-091","trastuzumab","TRUE"
"X.091.uned","X.091.uned","GC","Gastric Cancer","X-091","untreated","TRUE"
"X.096.BG98","X.096.BG98","GC","Gastric Cancer","X-096","BGJ398","TRUE"
"X.096.biib","X.096.biib","GC","Gastric Cancer","X-096","binimetinib","TRUE"
"X.096.BY19","X.096.BY19","GC","Gastric Cancer","X-096","BYL719","TRUE"
"X.096.BY19.HS90","X.096.BY19.HS90","GC","Gastric Cancer","X-096","BYL719 + HSP990","TRUE"
"X.096.BY19.LJ16","X.096.BY19.LJ16","GC","Gastric Cancer","X-096","BYL719 + LJM716","TRUE"
"X.096.CL57","X.096.CL57","GC","Gastric Cancer","X-096","CLR457","TRUE"
"X.096.evus","X.096.evus","GC","Gastric Cancer","X-096","everolimus","TRUE"
"X.096.fiab","X.096.fiab","GC","Gastric Cancer","X-096","figitumumab","TRUE"
"X.096.HD01","X.096.HD01","GC","Gastric Cancer","X-096","HDM201","TRUE"
"X.096.HS90","X.096.HS90","GC","Gastric Cancer","X-096","HSP990","TRUE"
"X.096.IN80","X.096.IN80","GC","Gastric Cancer","X-096","INC280","TRUE"
"X.096.IN80.trab","X.096.IN80.trab","GC","Gastric Cancer","X-096","INC280 + trastuzumab","TRUE"
"X.096.LE11","X.096.LE11","GC","Gastric Cancer","X-096","LEE011","TRUE"
"X.096.LE11.evus","X.096.LE11.evus","GC","Gastric Cancer","X-096","LEE011 + everolimus","TRUE"
"X.096.LJ16","X.096.LJ16","GC","Gastric Cancer","X-096","LJM716","TRUE"
"X.096.LJ16.trab","X.096.LJ16.trab","GC","Gastric Cancer","X-096","LJM716 + trastuzumab","TRUE"
"X.096.LL71","X.096.LL71","GC","Gastric Cancer","X-096","LLM871","TRUE"
"X.096.trab","X.096.trab","GC","Gastric Cancer","X-096","trastuzumab","TRUE"
"X.096.uned","X.096.uned","GC","Gastric Cancer","X-096","untreated","TRUE"
"X.097.BG98","X.097.BG98","GC","Gastric Cancer","X-097","BGJ398","TRUE"
"X.097.biib","X.097.biib","GC","Gastric Cancer","X-097","binimetinib","TRUE"
"X.097.BK20","X.097.BK20","GC","Gastric Cancer","X-097","BKM120","TRUE"
"X.097.BY19","X.097.BY19","GC","Gastric Cancer","X-097","BYL719","TRUE"
"X.097.BY19.HS90","X.097.BY19.HS90","GC","Gastric Cancer","X-097","BYL719 + HSP990","TRUE"
"X.097.BY19.LJ16","X.097.BY19.LJ16","GC","Gastric Cancer","X-097","BYL719 + LJM716","TRUE"
"X.097.CL57","X.097.CL57","GC","Gastric Cancer","X-097","CLR457","TRUE"
"X.097.evus","X.097.evus","GC","Gastric Cancer","X-097","everolimus","TRUE"
"X.097.fiab","X.097.fiab","GC","Gastric Cancer","X-097","figitumumab","TRUE"
"X.097.HD01","X.097.HD01","GC","Gastric Cancer","X-097","HDM201","TRUE"
"X.097.HS90","X.097.HS90","GC","Gastric Cancer","X-097","HSP990","TRUE"
"X.097.IN80","X.097.IN80","GC","Gastric Cancer","X-097","INC280","TRUE"
"X.097.IN80.trab","X.097.IN80.trab","GC","Gastric Cancer","X-097","INC280 + trastuzumab","TRUE"
"X.097.LE11","X.097.LE11","GC","Gastric Cancer","X-097","LEE011","TRUE"
"X.097.LE11.evus","X.097.LE11.evus","GC","Gastric Cancer","X-097","LEE011 + everolimus","TRUE"
