model_id,tissue_id,tissue,patient_id,drug,tested,dataset
X.064.HD01,GC,Gastric Cancer,X-064,HDM201,TRUE,4
X.064.HS90,GC,Gastric Cancer,X-064,HSP990,TRUE,4
X.064.IN80,GC,Gastric Cancer,X-064,INC280,TRUE,4
X.064.IN80.trab,GC,Gastric Cancer,X-064,INC280 + trastuzumab,TRUE,4
X.064.LE11,GC,Gastric Cancer,X-064,LEE011,TRUE,4
X.064.LE11.evus,GC,Gastric Cancer,X-064,LEE011 + everolimus,TRUE,4
X.064.LJ16,GC,Gastric Cancer,X-064,LJM716,TRUE,4
X.064.LJ16.trab,GC,Gastric Cancer,X-064,LJM716 + trastuzumab,TRUE,4
X.064.LL71,GC,Gastric Cancer,X-064,LLM871,TRUE,4
X.064.trab,GC,Gastric Cancer,X-064,trastuzumab,TRUE,4
X.065.BG98,GC,Gastric Cancer,X-065,BGJ398,TRUE,4
X.065.biib,GC,Gastric Cancer,X-065,binimetinib,TRUE,4
X.065.BK20,GC,Gastric Cancer,X-065,BKM120,TRUE,4
X.065.BY19,GC,Gastric Cancer,X-065,BYL719,TRUE,4
X.065.BY19.HS90,GC,Gastric Cancer,X-065,BYL719 + HSP990,TRUE,4
X.065.BY19.LJ16,GC,Gastric Cancer,X-065,BYL719 + LJM716,TRUE,4
X.065.CL57,GC,Gastric Cancer,X-065,CLR457,TRUE,4
X.065.evus,GC,Gastric Cancer,X-065,everolimus,TRUE,4
X.065.fiab,GC,Gastric Cancer,X-065,figitumumab,TRUE,4
X.065.HD01,GC,Gastric Cancer,X-065,HDM201,TRUE,4
X.065.HS90,GC,Gastric Cancer,X-065,HSP990,TRUE,4
X.065.IN80,GC,Gastric Cancer,X-065,INC280,TRUE,4
X.065.IN80.trab,GC,Gastric Cancer,X-065,INC280 + trastuzumab,TRUE,4
X.065.LE11,GC,Gastric Cancer,X-065,LEE011,TRUE,4
X.065.LE11.evus,GC,Gastric Cancer,X-065,LEE011 + everolimus,TRUE,4
X.065.LJ16,GC,Gastric Cancer,X-065,LJM716,TRUE,4
X.065.LJ16.trab,GC,Gastric Cancer,X-065,LJM716 + trastuzumab,TRUE,4
X.065.LL71,GC,Gastric Cancer,X-065,LLM871,TRUE,4
X.065.trab,GC,Gastric Cancer,X-065,trastuzumab,TRUE,4
X.065.uned,GC,Gastric Cancer,X-065,untreated,TRUE,4
X.067.BG98,GC,Gastric Cancer,X-067,BGJ398,TRUE,4
X.067.biib,GC,Gastric Cancer,X-067,binimetinib,TRUE,4
X.067.BK20,GC,Gastric Cancer,X-067,BKM120,TRUE,4
X.067.BY19,GC,Gastric Cancer,X-067,BYL719,TRUE,4
X.067.BY19.HS90,GC,Gastric Cancer,X-067,BYL719 + HSP990,TRUE,4
X.067.BY19.LJ16,GC,Gastric Cancer,X-067,BYL719 + LJM716,TRUE,4
X.067.CL57,GC,Gastric Cancer,X-067,CLR457,TRUE,4
X.067.evus,GC,Gastric Cancer,X-067,everolimus,TRUE,4
X.067.fiab,GC,Gastric Cancer,X-067,figitumumab,TRUE,4
X.067.HD01,GC,Gastric Cancer,X-067,HDM201,TRUE,4
X.067.HS90,GC,Gastric Cancer,X-067,HSP990,TRUE,4
X.067.IN80,GC,Gastric Cancer,X-067,INC280,TRUE,4
X.067.IN80.trab,GC,Gastric Cancer,X-067,INC280 + trastuzumab,TRUE,4
X.067.LE11,GC,Gastric Cancer,X-067,LEE011,TRUE,4
X.067.LE11.evus,GC,Gastric Cancer,X-067,LEE011 + everolimus,TRUE,4
X.067.LJ16,GC,Gastric Cancer,X-067,LJM716,TRUE,4
X.067.LJ16.trab,GC,Gastric Cancer,X-067,LJM716 + trastuzumab,TRUE,4
X.067.LL71,GC,Gastric Cancer,X-067,LLM871,TRUE,4
X.067.trab,GC,Gastric Cancer,X-067,trastuzumab,TRUE,4
X.074.BY19,GC,Gastric Cancer,X-074,BYL719,TRUE,4
X.074.BY19.HS90,GC,Gastric Cancer,X-074,BYL719 + HSP990,TRUE,4
X.074.BY19.LJ16,GC,Gastric Cancer,X-074,BYL719 + LJM716,TRUE,4
X.074.evus,GC,Gastric Cancer,X-074,everolimus,TRUE,4
X.074.HS90,GC,Gastric Cancer,X-074,HSP990,TRUE,4
X.074.LE11,GC,Gastric Cancer,X-074,LEE011,TRUE,4
X.074.LE11.evus,GC,Gastric Cancer,X-074,LEE011 + everolimus,TRUE,4
X.074.LJ16,GC,Gastric Cancer,X-074,LJM716,TRUE,4
X.074.uned,GC,Gastric Cancer,X-074,untreated,TRUE,4
X.075.BG98,GC,Gastric Cancer,X-075,BGJ398,TRUE,4
X.075.biib,GC,Gastric Cancer,X-075,binimetinib,TRUE,4
X.075.BK20,GC,Gastric Cancer,X-075,BKM120,TRUE,4
X.075.BY19,GC,Gastric Cancer,X-075,BYL719,TRUE,4
X.075.BY19.HS90,GC,Gastric Cancer,X-075,BYL719 + HSP990,TRUE,4
X.075.BY19.LJ16,GC,Gastric Cancer,X-075,BYL719 + LJM716,TRUE,4
X.075.CL57,GC,Gastric Cancer,X-075,CLR457,TRUE,4
X.075.evus,GC,Gastric Cancer,X-075,everolimus,TRUE,4
X.075.fiab,GC,Gastric Cancer,X-075,figitumumab,TRUE,4
X.075.HD01,GC,Gastric Cancer,X-075,HDM201,TRUE,4
X.075.HS90,GC,Gastric Cancer,X-075,HSP990,TRUE,4
X.075.IN80,GC,Gastric Cancer,X-075,INC280,TRUE,4
X.075.IN80.trab,GC,Gastric Cancer,X-075,INC280 + trastuzumab,TRUE,4
X.075.LE11,GC,Gastric Cancer,X-075,LEE011,TRUE,4
X.075.LE11.evus,GC,Gastric Cancer,X-075,LEE011 + everolimus,TRUE,4
X.075.LJ16,GC,Gastric Cancer,X-075,LJM716,TRUE,4
X.075.LJ16.trab,GC,Gastric Cancer,X-075,LJM716 + trastuzumab,TRUE,4
X.075.LL71,GC,Gastric Cancer,X-075,LLM871,TRUE,4
X.075.trab,GC,Gastric Cancer,X-075,trastuzumab,TRUE,4
X.077.BG98,GC,Gastric Cancer,X-077,BGJ398,TRUE,4
X.077.biib,GC,Gastric Cancer,X-077,binimetinib,TRUE,4
X.077.BK20,GC,Gastric Cancer,X-077,BKM120,TRUE,4
X.077.BY19,GC,Gastric Cancer,X-077,BYL719,TRUE,4
X.077.BY19.HS90,GC,Gastric Cancer,X-077,BYL719 + HSP990,TRUE,4
X.077.BY19.LJ16,GC,Gastric Cancer,X-077,BYL719 + LJM716,TRUE,4
X.077.CL57,GC,Gastric Cancer,X-077,CLR457,TRUE,4
X.077.evus,GC,Gastric Cancer,X-077,everolimus,TRUE,4
X.077.fiab,GC,Gastric Cancer,X-077,figitumumab,TRUE,4
X.077.HD01,GC,Gastric Cancer,X-077,HDM201,TRUE,4
X.077.HS90,GC,Gastric Cancer,X-077,HSP990,TRUE,4
X.077.IN80,GC,Gastric Cancer,X-077,INC280,TRUE,4
X.077.IN80.trab,GC,Gastric Cancer,X-077,INC280 + trastuzumab,TRUE,4
X.077.LE11,GC,Gastric Cancer,X-077,LEE011,TRUE,4
X.077.LE11.evus,GC,Gastric Cancer,X-077,LEE011 + everolimus,TRUE,4
X.077.LJ16,GC,Gastric Cancer,X-077,LJM716,TRUE,4
X.077.LJ16.trab,GC,Gastric Cancer,X-077,LJM716 + trastuzumab,TRUE,4
X.077.trab,GC,Gastric Cancer,X-077,trastuzumab,TRUE,4
X.077.uned,GC,Gastric Cancer,X-077,untreated,TRUE,4
X.078.BY19,GC,Gastric Cancer,X-078,BYL719,TRUE,4
X.078.BY19.HS90,GC,Gastric Cancer,X-078,BYL719 + HSP990,TRUE,4
X.078.BY19.LJ16,GC,Gastric Cancer,X-078,BYL719 + LJM716,TRUE,4
X.078.evus,GC,Gastric Cancer,X-078,everolimus,TRUE,4
X.078.HS90,GC,Gastric Cancer,X-078,HSP990,TRUE,4
X.078.LE11,GC,Gastric Cancer,X-078,LEE011,TRUE,4
X.078.LE11.evus,GC,Gastric Cancer,X-078,LEE011 + everolimus,TRUE,4
X.078.LJ16,GC,Gastric Cancer,X-078,LJM716,TRUE,4
X.078.uned,GC,Gastric Cancer,X-078,untreated,TRUE,4
X.084.BG98,GC,Gastric Cancer,X-084,BGJ398,TRUE,4
X.084.biib,GC,Gastric Cancer,X-084,binimetinib,TRUE,4
X.084.BK20,GC,Gastric Cancer,X-084,BKM120,TRUE,4
X.084.BY19,GC,Gastric Cancer,X-084,BYL719,TRUE,4
X.084.BY19.HS90,GC,Gastric Cancer,X-084,BYL719 + HSP990,TRUE,4
X.084.BY19.LJ16,GC,Gastric Cancer,X-084,BYL719 + LJM716,TRUE,4
X.084.CL57,GC,Gastric Cancer,X-084,CLR457,TRUE,4
X.084.evus,GC,Gastric Cancer,X-084,everolimus,TRUE,4
X.084.fiab,GC,Gastric Cancer,X-084,figitumumab,TRUE,4
X.084.HD01,GC,Gastric Cancer,X-084,HDM201,TRUE,4
X.084.HS90,GC,Gastric Cancer,X-084,HSP990,TRUE,4
X.084.IN80,GC,Gastric Cancer,X-084,INC280,TRUE,4
X.084.IN80.trab,GC,Gastric Cancer,X-084,INC280 + trastuzumab,TRUE,4
X.084.LE11,GC,Gastric Cancer,X-084,LEE011,TRUE,4
X.084.LE11.evus,GC,Gastric Cancer,X-084,LEE011 + everolimus,TRUE,4
X.084.LJ16,GC,Gastric Cancer,X-084,LJM716,TRUE,4
X.084.LJ16.trab,GC,Gastric Cancer,X-084,LJM716 + trastuzumab,TRUE,4
X.084.LL71,GC,Gastric Cancer,X-084,LLM871,TRUE,4
X.084.trab,GC,Gastric Cancer,X-084,trastuzumab,TRUE,4
X.089.BG98,GC,Gastric Cancer,X-089,BGJ398,TRUE,4
X.089.biib,GC,Gastric Cancer,X-089,binimetinib,TRUE,4
X.089.BK20,GC,Gastric Cancer,X-089,BKM120,TRUE,4
X.089.BY19,GC,Gastric Cancer,X-089,BYL719,TRUE,4
X.089.BY19.HS90,GC,Gastric Cancer,X-089,BYL719 + HSP990,TRUE,4
X.089.evus,GC,Gastric Cancer,X-089,everolimus,TRUE,4
X.089.fiab,GC,Gastric Cancer,X-089,figitumumab,TRUE,4
X.089.HD01,GC,Gastric Cancer,X-089,HDM201,TRUE,4
X.089.HS90,GC,Gastric Cancer,X-089,HSP990,TRUE,4
X.089.LE11,GC,Gastric Cancer,X-089,LEE011,TRUE,4
X.089.LE11.evus,GC,Gastric Cancer,X-089,LEE011 + everolimus,TRUE,4
X.089.LJ16,GC,Gastric Cancer,X-089,LJM716,TRUE,4
X.089.LJ16.trab,GC,Gastric Cancer,X-089,LJM716 + trastuzumab,TRUE,4
X.089.LL71,GC,Gastric Cancer,X-089,LLM871,TRUE,4
X.089.trab,GC,Gastric Cancer,X-089,trastuzumab,TRUE,4
X.090.BG98,GC,Gastric Cancer,X-090,BGJ398,TRUE,4
X.090.biib,GC,Gastric Cancer,X-090,binimetinib,TRUE,4
X.090.BK20,GC,Gastric Cancer,X-090,BKM120,TRUE,4
X.090.BY19,GC,Gastric Cancer,X-090,BYL719,TRUE,4
X.090.BY19.HS90,GC,Gastric Cancer,X-090,BYL719 + HSP990,TRUE,4
X.090.BY19.LJ16,GC,Gastric Cancer,X-090,BYL719 + LJM716,TRUE,4
X.090.CL57,GC,Gastric Cancer,X-090,CLR457,TRUE,4
X.090.evus,GC,Gastric Cancer,X-090,everolimus,TRUE,4
X.090.fiab,GC,Gastric Cancer,X-090,figitumumab,TRUE,4
X.090.HD01,GC,Gastric Cancer,X-090,HDM201,TRUE,4
X.090.HS90,GC,Gastric Cancer,X-090,HSP990,TRUE,4
X.090.IN80,GC,Gastric Cancer,X-090,INC280,TRUE,4
X.090.IN80.trab,GC,Gastric Cancer,X-090,INC280 + trastuzumab,TRUE,4
X.090.LE11,GC,Gastric Cancer,X-090,LEE011,TRUE,4
X.090.LE11.evus,GC,Gastric Cancer,X-090,LEE011 + everolimus,TRUE,4
X.090.LJ16,GC,Gastric Cancer,X-090,LJM716,TRUE,4
X.090.LJ16.trab,GC,Gastric Cancer,X-090,LJM716 + trastuzumab,TRUE,4
X.090.LL71,GC,Gastric Cancer,X-090,LLM871,TRUE,4
X.090.trab,GC,Gastric Cancer,X-090,trastuzumab,TRUE,4
X.091.BG98,GC,Gastric Cancer,X-091,BGJ398,TRUE,4
X.091.biib,GC,Gastric Cancer,X-091,binimetinib,TRUE,4
X.091.BK20,GC,Gastric Cancer,X-091,BKM120,TRUE,4
X.091.BY19,GC,Gastric Cancer,X-091,BYL719,TRUE,4
X.091.BY19.HS90,GC,Gastric Cancer,X-091,BYL719 + HSP990,TRUE,4
X.091.BY19.LJ16,GC,Gastric Cancer,X-091,BYL719 + LJM716,TRUE,4
X.091.CL57,GC,Gastric Cancer,X-091,CLR457,TRUE,4
X.091.evus,GC,Gastric Cancer,X-091,everolimus,TRUE,4
X.091.fiab,GC,Gastric Cancer,X-091,figitumumab,TRUE,4
X.091.HD01,GC,Gastric Cancer,X-091,HDM201,TRUE,4
X.091.HS90,GC,Gastric Cancer,X-091,HSP990,TRUE,4
X.091.IN80,GC,Gastric Cancer,X-091,INC280,TRUE,4
X.091.IN80.trab,GC,Gastric Cancer,X-091,INC280 + trastuzumab,TRUE,4
X.091.LE11,GC,Gastric Cancer,X-091,LEE011,TRUE,4
X.091.LE11.evus,GC,Gastric Cancer,X-091,LEE011 + everolimus,TRUE,4
X.091.LJ16,GC,Gastric Cancer,X-091,LJM716,TRUE,4
X.091.LJ16.trab,GC,Gastric Cancer,X-091,LJM716 + trastuzumab,TRUE,4
X.091.LL71,GC,Gastric Cancer,X-091,LLM871,TRUE,4
X.091.trab,GC,Gastric Cancer,X-091,trastuzumab,TRUE,4
X.091.uned,GC,Gastric Cancer,X-091,untreated,TRUE,4
X.096.BG98,GC,Gastric Cancer,X-096,BGJ398,TRUE,4
X.096.biib,GC,Gastric Cancer,X-096,binimetinib,TRUE,4
X.096.BY19,GC,Gastric Cancer,X-096,BYL719,TRUE,4
X.096.BY19.HS90,GC,Gastric Cancer,X-096,BYL719 + HSP990,TRUE,4
X.096.BY19.LJ16,GC,Gastric Cancer,X-096,BYL719 + LJM716,TRUE,4
X.096.CL57,GC,Gastric Cancer,X-096,CLR457,TRUE,4
X.096.evus,GC,Gastric Cancer,X-096,everolimus,TRUE,4
X.096.fiab,GC,Gastric Cancer,X-096,figitumumab,TRUE,4
X.096.HD01,GC,Gastric Cancer,X-096,HDM201,TRUE,4
X.096.HS90,GC,Gastric Cancer,X-096,HSP990,TRUE,4
X.096.IN80,GC,Gastric Cancer,X-096,INC280,TRUE,4
X.096.IN80.trab,GC,Gastric Cancer,X-096,INC280 + trastuzumab,TRUE,4
X.096.LE11,GC,Gastric Cancer,X-096,LEE011,TRUE,4
X.096.LE11.evus,GC,Gastric Cancer,X-096,LEE011 + everolimus,TRUE,4
X.096.LJ16,GC,Gastric Cancer,X-096,LJM716,TRUE,4
X.096.LJ16.trab,GC,Gastric Cancer,X-096,LJM716 + trastuzumab,TRUE,4
X.096.LL71,GC,Gastric Cancer,X-096,LLM871,TRUE,4
X.096.trab,GC,Gastric Cancer,X-096,trastuzumab,TRUE,4
X.096.uned,GC,Gastric Cancer,X-096,untreated,TRUE,4
X.097.BG98,GC,Gastric Cancer,X-097,BGJ398,TRUE,4
X.097.biib,GC,Gastric Cancer,X-097,binimetinib,TRUE,4
X.097.BK20,GC,Gastric Cancer,X-097,BKM120,TRUE,4
X.097.BY19,GC,Gastric Cancer,X-097,BYL719,TRUE,4
X.097.BY19.HS90,GC,Gastric Cancer,X-097,BYL719 + HSP990,TRUE,4
X.097.BY19.LJ16,GC,Gastric Cancer,X-097,BYL719 + LJM716,TRUE,4
X.097.CL57,GC,Gastric Cancer,X-097,CLR457,TRUE,4
X.097.evus,GC,Gastric Cancer,X-097,everolimus,TRUE,4
X.097.fiab,GC,Gastric Cancer,X-097,figitumumab,TRUE,4
X.097.HD01,GC,Gastric Cancer,X-097,HDM201,TRUE,4
X.097.HS90,GC,Gastric Cancer,X-097,HSP990,TRUE,4
X.097.IN80,GC,Gastric Cancer,X-097,INC280,TRUE,4
X.097.IN80.trab,GC,Gastric Cancer,X-097,INC280 + trastuzumab,TRUE,4
X.097.LE11,GC,Gastric Cancer,X-097,LEE011,TRUE,4
X.097.LE11.evus,GC,Gastric Cancer,X-097,LEE011 + everolimus,TRUE,4
X.097.LJ16,GC,Gastric Cancer,X-097,LJM716,TRUE,4
X.097.LJ16.trab,GC,Gastric Cancer,X-097,LJM716 + trastuzumab,TRUE,4
X.097.LL71,GC,Gastric Cancer,X-097,LLM871,TRUE,4
X.097.trab,GC,Gastric Cancer,X-097,trastuzumab,TRUE,4
X.098.BG98,GC,Gastric Cancer,X-098,BGJ398,TRUE,4
X.098.biib,GC,Gastric Cancer,X-098,binimetinib,TRUE,4
X.098.BK20,GC,Gastric Cancer,X-098,BKM120,TRUE,4
X.098.BY19,GC,Gastric Cancer,X-098,BYL719,TRUE,4
X.098.BY19.HS90,GC,Gastric Cancer,X-098,BYL719 + HSP990,TRUE,4
X.098.BY19.LJ16,GC,Gastric Cancer,X-098,BYL719 + LJM716,TRUE,4
X.098.CL57,GC,Gastric Cancer,X-098,CLR457,TRUE,4
X.098.evus,GC,Gastric Cancer,X-098,everolimus,TRUE,4
X.098.fiab,GC,Gastric Cancer,X-098,figitumumab,TRUE,4
X.098.HD01,GC,Gastric Cancer,X-098,HDM201,TRUE,4
X.098.HS90,GC,Gastric Cancer,X-098,HSP990,TRUE,4
X.098.IN80,GC,Gastric Cancer,X-098,INC280,TRUE,4
X.098.IN80.trab,GC,Gastric Cancer,X-098,INC280 + trastuzumab,TRUE,4
X.098.LE11,GC,Gastric Cancer,X-098,LEE011,TRUE,4
X.098.LE11.evus,GC,Gastric Cancer,X-098,LEE011 + everolimus,TRUE,4
X.098.LJ16,GC,Gastric Cancer,X-098,LJM716,TRUE,4
X.098.LJ16.trab,GC,Gastric Cancer,X-098,LJM716 + trastuzumab,TRUE,4
X.098.LL71,GC,Gastric Cancer,X-098,LLM871,TRUE,4
X.098.trab,GC,Gastric Cancer,X-098,trastuzumab,TRUE,4
X.098.uned,GC,Gastric Cancer,X-098,untreated,TRUE,4
X.099.BG98,GC,Gastric Cancer,X-099,BGJ398,TRUE,4
X.099.biib,GC,Gastric Cancer,X-099,binimetinib,TRUE,4
X.099.BY19.HS90,GC,Gastric Cancer,X-099,BYL719 + HSP990,TRUE,4
X.099.BY19.LJ16,GC,Gastric Cancer,X-099,BYL719 + LJM716,TRUE,4
X.099.CL57,GC,Gastric Cancer,X-099,CLR457,TRUE,4
X.099.fiab,GC,Gastric Cancer,X-099,figitumumab,TRUE,4
X.099.HD01,GC,Gastric Cancer,X-099,HDM201,TRUE,4
X.099.HS90,GC,Gastric Cancer,X-099,HSP990,TRUE,4
X.099.IN80,GC,Gastric Cancer,X-099,INC280,TRUE,4
X.099.IN80.trab,GC,Gastric Cancer,X-099,INC280 + trastuzumab,TRUE,4
X.099.LE11,GC,Gastric Cancer,X-099,LEE011,TRUE,4
X.099.LE11.evus,GC,Gastric Cancer,X-099,LEE011 + everolimus,TRUE,4
X.099.LJ16,GC,Gastric Cancer,X-099,LJM716,TRUE,4
X.099.LJ16.trab,GC,Gastric Cancer,X-099,LJM716 + trastuzumab,TRUE,4
X.099.LL71,GC,Gastric Cancer,X-099,LLM871,TRUE,4
X.099.trab,GC,Gastric Cancer,X-099,trastuzumab,TRUE,4
X.101.BY19,GC,Gastric Cancer,X-101,BYL719,TRUE,4
X.101.BY19.HS90,GC,Gastric Cancer,X-101,BYL719 + HSP990,TRUE,4
X.101.BY19.LJ16,GC,Gastric Cancer,X-101,BYL719 + LJM716,TRUE,4
X.101.evus,GC,Gastric Cancer,X-101,everolimus,TRUE,4
X.101.HS90,GC,Gastric Cancer,X-101,HSP990,TRUE,4
X.101.LE11,GC,Gastric Cancer,X-101,LEE011,TRUE,4
X.101.LE11.evus,GC,Gastric Cancer,X-101,LEE011 + everolimus,TRUE,4
X.101.LJ16,GC,Gastric Cancer,X-101,LJM716,TRUE,4
X.101.uned,GC,Gastric Cancer,X-101,untreated,TRUE,4
X.102.BG98,GC,Gastric Cancer,X-102,BGJ398,TRUE,4
X.102.BK20,GC,Gastric Cancer,X-102,BKM120,TRUE,4
X.102.BY19,GC,Gastric Cancer,X-102,BYL719,TRUE,4
X.102.BY19.HS90,GC,Gastric Cancer,X-102,BYL719 + HSP990,TRUE,4
X.102.BY19.LJ16,GC,Gastric Cancer,X-102,BYL719 + LJM716,TRUE,4
X.102.CL57,GC,Gastric Cancer,X-102,CLR457,TRUE,4
X.102.HS90,GC,Gastric Cancer,X-102,HSP990,TRUE,4
X.102.IN80,GC,Gastric Cancer,X-102,INC280,TRUE,4
X.102.IN80.trab,GC,Gastric Cancer,X-102,INC280 + trastuzumab,TRUE,4
X.102.LE11,GC,Gastric Cancer,X-102,LEE011,TRUE,4
X.102.LJ16,GC,Gastric Cancer,X-102,LJM716,TRUE,4
X.102.LJ16.trab,GC,Gastric Cancer,X-102,LJM716 + trastuzumab,TRUE,4
X.102.LL71,GC,Gastric Cancer,X-102,LLM871,TRUE,4
X.105.BY19,GC,Gastric Cancer,X-105,BYL719,TRUE,4
X.105.BY19.HS90,GC,Gastric Cancer,X-105,BYL719 + HSP990,TRUE,4
X.105.BY19.LJ16,GC,Gastric Cancer,X-105,BYL719 + LJM716,TRUE,4
X.105.evus,GC,Gastric Cancer,X-105,everolimus,TRUE,4
X.105.HS90,GC,Gastric Cancer,X-105,HSP990,TRUE,4
X.105.LE11,GC,Gastric Cancer,X-105,LEE011,TRUE,4
X.105.LE11.evus,GC,Gastric Cancer,X-105,LEE011 + everolimus,TRUE,4
X.105.LJ16,GC,Gastric Cancer,X-105,LJM716,TRUE,4
X.105.uned,GC,Gastric Cancer,X-105,untreated,TRUE,4
X.114.biib,GC,Gastric Cancer,X-114,binimetinib,TRUE,4
X.114.BK20,GC,Gastric Cancer,X-114,BKM120,TRUE,4
X.114.BY19,GC,Gastric Cancer,X-114,BYL719,TRUE,4
X.114.BY19.HS90,GC,Gastric Cancer,X-114,BYL719 + HSP990,TRUE,4
X.114.BY19.LJ16,GC,Gastric Cancer,X-114,BYL719 + LJM716,TRUE,4
X.114.CL57,GC,Gastric Cancer,X-114,CLR457,TRUE,4
X.114.evus,GC,Gastric Cancer,X-114,everolimus,TRUE,4
X.114.HD01,GC,Gastric Cancer,X-114,HDM201,TRUE,4
X.114.HS90,GC,Gastric Cancer,X-114,HSP990,TRUE,4
X.114.IN80,GC,Gastric Cancer,X-114,INC280,TRUE,4
X.114.IN80.trab,GC,Gastric Cancer,X-114,INC280 + trastuzumab,TRUE,4
X.114.LE11,GC,Gastric Cancer,X-114,LEE011,TRUE,4
X.114.LE11.evus,GC,Gastric Cancer,X-114,LEE011 + everolimus,TRUE,4
X.114.LJ16,GC,Gastric Cancer,X-114,LJM716,TRUE,4
X.114.LJ16.trab,GC,Gastric Cancer,X-114,LJM716 + trastuzumab,TRUE,4
X.114.LL71,GC,Gastric Cancer,X-114,LLM871,TRUE,4
X.114.uned,GC,Gastric Cancer,X-114,untreated,TRUE,4
X.118.BG98,GC,Gastric Cancer,X-118,BGJ398,TRUE,4
X.118.biib,GC,Gastric Cancer,X-118,binimetinib,TRUE,4
X.118.BK20,GC,Gastric Cancer,X-118,BKM120,TRUE,4
X.118.BY19,GC,Gastric Cancer,X-118,BYL719,TRUE,4
X.118.BY19.HS90,GC,Gastric Cancer,X-118,BYL719 + HSP990,TRUE,4
X.118.BY19.LJ16,GC,Gastric Cancer,X-118,BYL719 + LJM716,TRUE,4
X.118.CL57,GC,Gastric Cancer,X-118,CLR457,TRUE,4
X.118.evus,GC,Gastric Cancer,X-118,everolimus,TRUE,4
X.118.fiab,GC,Gastric Cancer,X-118,figitumumab,TRUE,4
X.118.HD01,GC,Gastric Cancer,X-118,HDM201,TRUE,4
X.118.HS90,GC,Gastric Cancer,X-118,HSP990,TRUE,4
X.118.IN80,GC,Gastric Cancer,X-118,INC280,TRUE,4
X.118.IN80.trab,GC,Gastric Cancer,X-118,INC280 + trastuzumab,TRUE,4
X.118.LE11,GC,Gastric Cancer,X-118,LEE011,TRUE,4
X.118.LE11.evus,GC,Gastric Cancer,X-118,LEE011 + everolimus,TRUE,4
X.118.LJ16,GC,Gastric Cancer,X-118,LJM716,TRUE,4
X.118.LJ16.trab,GC,Gastric Cancer,X-118,LJM716 + trastuzumab,TRUE,4
X.118.LL71,GC,Gastric Cancer,X-118,LLM871,TRUE,4
X.118.trab,GC,Gastric Cancer,X-118,trastuzumab,TRUE,4
X.119.BG98,GC,Gastric Cancer,X-119,BGJ398,TRUE,4
X.119.biib,GC,Gastric Cancer,X-119,binimetinib,TRUE,4
X.119.BK20,GC,Gastric Cancer,X-119,BKM120,TRUE,4
X.119.BY19,GC,Gastric Cancer,X-119,BYL719,TRUE,4
X.119.BY19.HS90,GC,Gastric Cancer,X-119,BYL719 + HSP990,TRUE,4
X.119.BY19.LJ16,GC,Gastric Cancer,X-119,BYL719 + LJM716,TRUE,4
X.119.CL57,GC,Gastric Cancer,X-119,CLR457,TRUE,4
X.119.evus,GC,Gastric Cancer,X-119,everolimus,TRUE,4
X.119.fiab,GC,Gastric Cancer,X-119,figitumumab,TRUE,4
X.119.HD01,GC,Gastric Cancer,X-119,HDM201,TRUE,4
X.119.HS90,GC,Gastric Cancer,X-119,HSP990,TRUE,4
X.119.IN80,GC,Gastric Cancer,X-119,INC280,TRUE,4
X.119.IN80.trab,GC,Gastric Cancer,X-119,INC280 + trastuzumab,TRUE,4
X.119.LE11,GC,Gastric Cancer,X-119,LEE011,TRUE,4
X.119.LE11.evus,GC,Gastric Cancer,X-119,LEE011 + everolimus,TRUE,4
X.119.LJ16,GC,Gastric Cancer,X-119,LJM716,TRUE,4
X.119.LJ16.trab,GC,Gastric Cancer,X-119,LJM716 + trastuzumab,TRUE,4
X.119.LL71,GC,Gastric Cancer,X-119,LLM871,TRUE,4
X.119.trab,GC,Gastric Cancer,X-119,trastuzumab,TRUE,4
X.127.BG98,GC,Gastric Cancer,X-127,BGJ398,TRUE,4
X.127.biib,GC,Gastric Cancer,X-127,binimetinib,TRUE,4
X.127.BK20,GC,Gastric Cancer,X-127,BKM120,TRUE,4
X.127.BY19,GC,Gastric Cancer,X-127,BYL719,TRUE,4
X.127.BY19.HS90,GC,Gastric Cancer,X-127,BYL719 + HSP990,TRUE,4
X.127.BY19.LJ16,GC,Gastric Cancer,X-127,BYL719 + LJM716,TRUE,4
X.127.CL57,GC,Gastric Cancer,X-127,CLR457,TRUE,4
X.127.evus,GC,Gastric Cancer,X-127,everolimus,TRUE,4
X.127.fiab,GC,Gastric Cancer,X-127,figitumumab,TRUE,4
X.127.HD01,GC,Gastric Cancer,X-127,HDM201,TRUE,4
X.127.HS90,GC,Gastric Cancer,X-127,HSP990,TRUE,4
X.127.IN80,GC,Gastric Cancer,X-127,INC280,TRUE,4
X.127.IN80.trab,GC,Gastric Cancer,X-127,INC280 + trastuzumab,TRUE,4
X.127.LE11,GC,Gastric Cancer,X-127,LEE011,TRUE,4
X.127.LE11.evus,GC,Gastric Cancer,X-127,LEE011 + everolimus,TRUE,4
X.127.LJ16,GC,Gastric Cancer,X-127,LJM716,TRUE,4
X.127.LJ16.trab,GC,Gastric Cancer,X-127,LJM716 + trastuzumab,TRUE,4
X.127.LL71,GC,Gastric Cancer,X-127,LLM871,TRUE,4
X.127.trab,GC,Gastric Cancer,X-127,trastuzumab,TRUE,4
X.128.BG98,GC,Gastric Cancer,X-128,BGJ398,TRUE,4
X.128.biib,GC,Gastric Cancer,X-128,binimetinib,TRUE,4
